definition,preferred_spelling,phonetic_spelling,alt_phon_spell,kanji_spelling,word_class_code,conjugation_kind_code,transitivity,jlpt_level,lesson_codes,tags,id,row_num,date_added
(something) is decided; to be decided,決まる,きまる,,決まる,VERB,GODAN_VERB,,4,{GENKI3_L19},,85a239f8-cec1-4f72-b7f4-2a89b0f88510,1609,2024-08-05
to call (one's name); to summon (a doctor); to invite,呼ぶ,よぶ,,呼ぶ,VERB,GODAN_VERB,,5,{GENKI3_L19},,59b4ef6b-9e08-4896-9012-b28d479a6f32,1610,2024-08-05
to move (to another place to live),引っ越す,ひっこす,,引っ越す,VERB,GODAN_VERB,,4,{GENKI3_L19},,2539e840-e8a3-4b8a-988e-25bcda2ff8c4,1611,2024-08-05
to stop by,寄る,よる,,寄る,VERB,GODAN_VERB,,4,{GENKI3_L19},,f7bbf7b2-d3ff-45bf-94c0-5eef8d169f8e,1612,2024-08-05
to become late; to fall behind schedule,遅れる,おくれる,,遅れる,VERB,ICHIDAN_VERB,,4,{GENKI3_L19},,33071973-fb05-48ae-92d6-45d9d6467687,1613,2024-08-12
to sit; to support,かける,かける,,掛ける,VERB,ICHIDAN_VERB,,5,{GENKI3_L19},,63dcf322-8ee8-456c-b612-92f963a51f9c,1614,2024-08-12
to be popular (in terms of romantic interest),モテる,もてる,,,VERB,ICHIDAN_VERB,,,{GENKI3_L19},,acc75b53-f2b3-46bb-8741-1009dd612790,1615,2024-08-12
to become sunny,晴れる,はれる,,晴れる,VERB,ICHIDAN_VERB,,5,{GENKI3_L19},,29a88a08-5807-4532-b137-78a09bb98378,1616,2024-08-12
to treat/invite (someone) to a meal,ごちそうする,ごちそうする,,ご馳走する,VERB,SURU_VERB,,4,{GENKI3_L19},,837d9ccb-1952-4224-b3f4-fef9f25f2a00,1617,2024-08-12
to hold back for the time being; to refrain from,遠慮する,えんりょする,,遠慮する,VERB,SURU_VERB,,4,{GENKI3_L19},,3683a261-4cf1-468d-afdb-f0abe8b49a5b,1618,2024-08-12
to invite someone (to an event/place),招待する,しょうたいする,,招待する,VERB,SURU_VERB,,3,{GENKI3_L19},,5f342a2c-2ca5-4e1e-b116-a6fb740fc784,1619,2024-08-12
to have a talk,話をする,はなしをする,,話をする,VERB,SURU_VERB,,,{GENKI3_L19},,b83f1ce9-5b68-4726-a551-7442f5506aa0,1620,2024-08-12
the day before yesterday,一昨日,おととい,,一昨日,NOUN,,,5,{GENKI3_L19},,2ee83af9-c65c-4a7c-a14a-23df4e959e9a,1621,2024-08-14
then; therefore,それで,それで,,,CONJUNCTION,,,4,{GENKI3_L19},,ef0f200d-2161-4645-af33-16eb6d935505,1622,2024-08-14
why (formal/poetic どうして),なぜ,なぜ,,,ADVERB,,,5,{GENKI3_L19},,ae6fba59-1e97-493a-9837-6e2a018b501a,1623,2024-08-14
in fact; originally,本当は,ほんとうは,,本当は,EXPRESSION,,,,{GENKI3_L19},,78a20618-e7df-4fa2-b21f-e52172d635c5,1624,2024-08-14
still,まだ,まだ,,,ADVERB,,,5,{GENKI3_L19},,5d14cc6a-d248-4d9c-b4dd-2547ebd67573,1625,2024-08-14
a few seconds; a small quantity,少々,しょうしょう,,少々,ADVERB,,,3,{GENKI3_L19},,e0109bd3-df5c-47e3-9fc4-1d219a855e66,1626,2024-08-14
counter for people reserving seats,〜名様,〜めいさま,,〜名様,COUNTER,,,,{GENKI3_L19},,5d6462e8-3e7a-4104-b351-776017b9c78d,1627,2024-08-14
please give my regards to...,よろしくお伝えください,よろしくおつたえください,,よろしくお伝えください,EXPRESSION,,,,{GENKI3_L19},,d0065c83-e20b-4acb-be9f-7c9d53c9d094,1628,2024-08-14
(something) is audible,聞こえる,きこえる,,聞こえる,VERB,ICHIDAN_VERB,,4,"{GENKI3_L15,GENKI3_L20}",,81da9f65-6c3a-44be-b6de-b151bd096a1b,1629,2024-09-16
fountain pen,万年筆,まんねんひつ,,万年筆,NOUN,,,5,,,9334271d-241c-4ef7-9b8c-3857ac01b150,1630,2024-09-16
anything; everything,何でも,なんでも,,何でも,EXPRESSION,,,3,,,298dee01-388c-4f9a-8d23-fafa73cff5ec,1631,2024-09-16
the end,おしまい,おしまい,,お終い,NOUN,,,,,,bcb8a3c2-a2ba-42dd-a6ec-1e4b4cfc9128,1632,2024-09-16
"unusual, rare",珍しい,めずらしい,,珍しい,ADJECTIVE,I_ADJECTIVE,,4,{GENKI3_READER_L14},,6436bb9b-1b93-4071-88fd-27e9e3afcabb,1633,2024-09-16
one day; on a certain day,ある日,あるひ,,ある日,NOUN,,,,{GENKI3_READER_L14},,908714ef-eabd-4e4f-802a-97d6b4211d82,1634,2024-09-16
some (certain) place,ある所,あるどころ,,ある所,NOUN,,,,{GENKI3_READER_L14},,93390445-014d-4a90-8334-ec6d5cfaaca8,1635,2024-09-16
"a certain ..., some ...",ある〜,ある〜,,或る〜,PRE_NOUN_ADJECTIVAL,,,3,,,3cd50257-6f3d-4907-8ce9-6de7f04ceee5,1636,2024-09-16
hundred thousand,１０万,じゅうまん,,十万,NOUN,,,,,{number},9ca59506-8823-4320-825a-240d1ebf33d2,1637,2024-09-16
million,１００万,ひゃくまん,,百万,NOUN,,,,,{number},efff3a1d-9719-4396-82d5-f501c462da81,1638,2024-09-16
ten million,１０００万,せんまん,,千万,NOUN,,,,,{number},08ba8113-e09e-4fe2-8db4-c74685aa3a91,1639,2024-09-16
hundred million,１億,いちおく,,一億,NOUN,,,,,{number},9d3472b2-66c7-45f6-b8b9-0f8458a4c21b,1640,2024-09-16
voice,声,こえ,,声,NOUN,,,5,,,93104d38-ac46-4e37-be35-cdb8134b9e82,1641,2024-09-18
confession (e.g. to a crime; to love),告白,こくはく,,告白,NOUN,,,1,,,76005fa7-aab1-4483-bb01-9d378fbb980a,1642,2024-09-18
making a request for a favor (polite),〜ていただけませんか,〜ていただけませんか,,,EXPRESSION,,,,{GENKI3_L16},,8e20aea8-60ba-4829-80f8-a33d2058fa2d,1643,2024-09-18
making a request for a favor (casual),〜てくれませんか,〜てくれませんか,,,EXPRESSION,,,,{GENKI3_L16},,f931dfdd-5118-4143-9397-2b45ad9c23d8,1644,2024-09-18
deep (phsyical); profound,深い,ふかい,,深い,ADJECTIVE,I_ADJECTIVE,,4,,,b3e1d5e8-18f5-419b-9f4c-f3512ae34210,1645,2024-09-18
shallow (physical); superficial ,浅い,あさい,,浅い,ADJECTIVE,I_ADJECTIVE,,4,,,4d73ef78-b2d6-424b-9daf-8050194556fd,1646,2024-09-18
"confirmation, verification, review, check",確認,かくにん,,確認,NOUN,,,3,,,2e94d28c-5738-40be-99a7-552d521f2e12,1647,2024-09-18
to measure,測る,はかる,,計る,VERB,GODAN_VERB,,3,,,a2066c8c-af30-43bc-9389-b77048fd9335,1648,2024-09-18
"to confirm, to verify, to review, to check",確認する,かくにんする,,確認する,VERB,SURU_VERB,,,,,e1ea10e4-26d2-41be-824d-f5b21bc77830,1649,2024-09-28
humble language,謙譲語,けんじょうご,,謙譲語,NOUN,,,,,,6e66df5d-ae21-40ed-8516-b194501afaa6,1650,2024-09-28
animation,アニメ,あにめ,,,NOUN,,,,{GENKI3_L20},,c340ae80-8802-40fe-8282-b2dbafd97326,1651,2024-09-28
novel,小説,しょうせつ,,小説,NOUN,,,4,{GENKI3_L20},,64bc1f0c-257f-4dbe-80c4-116b42588af6,1652,2024-09-28
hobby; pastime,趣味,しゅみ,,趣味,NOUN,,,4,{GENKI3_L20},,d865d8e0-608e-4066-8a8e-969671482418,1653,2024-09-28
space alien,宇宙人,うちゅうじん,,宇宙人,NOUN,,,,{GENKI3_L20},,762fde90-44c2-4212-b9e7-c0af37f1352b,1654,2024-09-28
"(hand, folding) fan",扇子,せんす,,扇子,NOUN,,,2,{GENKI3_L20},,bbf6efc4-36fb-4841-b6e8-713de2cb95c7,1655,2024-09-28
sneakers,スニーカー,すにいかあ,,,NOUN,,,,{GENKI3_L20},,31c814c5-7862-4477-a4fa-92b948155a85,1656,2024-09-28
headphones,ヘッドフォン,ヘッドフォン,,,NOUN,,,,{GENKI3_L20},,cc07949f-1193-4e31-a35d-1cef5ae9776c,1657,2024-09-28
animal,動物,どうぶつ,,動物,NOUN,,,5,{GENKI3_L20},,07f2a99a-60e2-4424-872b-442b9e26f39f,1658,2024-09-28
that way (polite); that person,あちら,あちら,,彼方,NOUN,,,5,{GENKI3_L20},,8a23748a-338f-4573-b57b-80acaec4ded5,1659,2024-09-28
our person in charge,係の物,かかりのもの,,係の物,NOUN,,,,{GENKI3_L20},,fe242a1a-fdf3-44ec-9ed8-78b38a89e891,1660,2024-09-28
(someon's) home/house,お宅,おたく,,お宅,NOUN,,,4,{GENKI3_L20},,23085f2c-991b-4473-84fe-e2d1ca7021e5,1661,2024-09-28
branch office/store,支店,してん,,支店,NOUN,,,3,{GENKI3_L20},,8ce05311-f412-4493-acb0-0143d9d2ef66,1662,2024-09-28
Germany,ドイツ,ドイツ,,,NOUN,,,,{GENKI3_L20},,b6513a60-30f2-48ae-82ae-68c716ccbf5a,1663,2024-09-28
letter; character,字,じ,,字,NOUN,,,4,{GENKI3_L20},,96b8577e-d570-467f-909e-482d4c774f6b,1664,2024-09-28
sound,音,おと,,音,NOUN,,,4,{GENKI3_L20},,b72f4e3f-9195-4bb9-baee-51c3c32945bd,1665,2024-09-28
mysterious,不思議,ふしぎ,,不思議,ADJECTIVE,NA_ADJECTIVE,,3,{GENKI3_L20},,7a2e2736-bdf5-4a6d-8ded-7810f0132407,1666,2024-09-28
いる（謙譲語）,おる,おる,,居る,VERB,GODAN_VERB,,3,{GENKI3_L20},{kenkoujo},86bd3ea8-229d-4cfb-8099-f5b05ab43c36,1667,2024-09-28
行く・来る（謙譲語）,参る,まいる,,参る,VERB,GODAN_VERB,,4,{GENKI3_L20},{kenkoujo},4084302e-50ae-4dd6-a1de-05afefd2ae77,1668,2024-09-28
言う（謙譲語）,申す,もうす,,申す,VERB,GODAN_VERB,,4,{GENKI3_L20},{kenkoujo},573282bb-3d95-43fc-97a8-f5da91447dbe,1669,2024-09-28
する（謙譲語）,致す,いたす,,致す,VERB,GODAN_VERB,,4,{GENKI3_L20},{kenkoujo},f8432e9f-66de-4792-a23b-501815f60dc7,1670,2024-09-28
食べる・飲む・もらう（謙譲語）,頂く,いただく,,頂く,VERB,GODAN_VERB,,3,{GENKI3_L20},{kenkoujo},02af0a78-119f-4f0d-b50d-5145cb69b0ad,1671,2024-09-28
ある（謙譲語）,ござる,ござる,,御座る,VERB,ARU_SPECIAL_CLASS_VERB,,,{GENKI3_L20},{kenkoujo},10e2319d-1f4a-4e89-a85e-f021c28808ee,1672,2024-09-28
〜ている（謙譲語）,〜ておる,〜ておる,,,VERB,GODAN_VERB,,,{GENKI3_L20},{kenkoujo},161ee0d6-8897-401f-8f24-258bb5906f61,1673,2024-09-28
〜です（謙譲語）,〜でござる,〜でござる,,,VERB,ARU_SPECIAL_CLASS_VERB,,,{GENKI3_L20},{kenkoujo},1f7c1e15-31b3-45a0-9b35-04a2134551a3,1674,2024-09-28
あげる（謙譲語）,差し上げる,さしあげる,,差し上げる,VERB,ICHIDAN_VERB,,4,{GENKI3_L20},{kenkoujo},edde1bda-5c7f-4fdc-bc60-03c6cfb61a5e,1675,2024-09-28
to go back; to return; to come back,戻る,もどる,,戻る,VERB,GODAN_VERB,,4,{GENKI3_L20},,a61ace2b-0279-448f-9ad7-298a263f82d8,1676,2024-09-28
to convey a message,伝える,つたえる,,伝える,VERB,ICHIDAN_VERB,,4,{GENKI3_L20},,30c022eb-014f-4ca0-a25a-629c049b3979,1677,2024-09-28
to keep (someone) waiting,待たせる,またせる,,待たせる,VERB,ICHIDAN_VERB,,,{GENKI3_L20},,237c293d-2117-46e1-bf38-c8a28db8d2ae,1678,2024-09-28
to continue,続ける,つづける,,続ける,VERB,ICHIDAN_VERB,,4,{GENKI3_L20},,43ecf331-60a9-4078-9cdf-0c9fa408bd57,1679,2024-09-28
to exchange (ＸとＹを),交換する,こうかんする,,交換する,VERB,SURU_VERB,,,{GENKI3_L20},,fe8ff6f7-761b-48cc-9e46-dc3826075dc4,1680,2024-09-28
to return (merchandise),返品する,へんぴんする,,返品する,VERB,SURU_VERB,,,{GENKI3_L20},,7ec5d914-0f96-4313-a7ec-0a5cb49c9da8,1681,2024-09-28
to lead a life,生活する,せいかつする,,生活する,VERB,SURU_VERB,,,{GENKI3_L20},,da0da9a3-88e6-447d-a73c-d6c7c9012339,1682,2024-09-28
floor counter,〜階,〜かい,,〜階,COUNTER,,,1,{GENKI3_L20},,5f796f31-0a55-489d-bf5a-d38cbaca4b41,1683,2024-09-28
first floor; ground floor,一階,いっかい,,一階,NOUN,,,,{GENKI3_L20},,c4db6ac6-0ba5-4c3e-baa9-6b2219b4cb4c,1684,2024-09-28
"something like..., sort of like...",〜みたいな,〜みたいな,,,EXPRESSION,,,,{GENKI3_L20},,efa0d904-6699-48fa-a70e-20aa8fb714d0,1685,2024-09-28
well then (polite),では,では,,,CONJUNCTION,,,5,{GENKI3_L20},,3bf0ffbb-6dcf-4241-b2fe-1242808c11c4,1686,2024-09-28
if possible,できれば,できれば,,出来れば,EXPRESSION,,,,{GENKI3_L20},,7178a0a8-b911-457f-b223-53f7f642c129,1687,2024-09-28
"indeed, really (very polite)",誠に,まことに,,誠に,ADVERB,,,3,{GENKI3_L20},,289d17e1-33d3-4d92-a417-bb2ce9ac6062,1688,2024-09-28
if you don't mind; if you like (polite),よろしかったら,よろしかったら,,宜しかったら,EXPRESSION,,,,{GENKI3_L20},,eb81823c-769a-4525-992b-42b5369a3d43,1689,2024-09-28
Certainly,かしこありました,かしこありました,,,EXPRESSION,,,,{GENKI3_L20},,39b49689-8290-4cfa-9218-bcf97858d401,1690,2024-09-28
I'm very sorry,失礼しました,しつれいしました,,失礼しました,EXPRESSION,,,,{GENKI3_L20},,ad064487-d3bc-4ef1-bc57-8cc7b6df9cc3,1691,2024-09-28
You have my apologies (polite),申し訳ありません,もうしわけありません,,申し訳ありません,EXPRESSION,,,,{GENKI3_L20},,1078a366-2adc-4ba6-877d-5409ec926182,1692,2024-09-28
I can read only a little japanese,日本語少しだけ読むことができます。,にほんご すこし だけ よむ ことが できます,,日本語少しだけ読むことができます。,EXPRESSION,,,,,,9b07ce1a-e680-4b9d-a3a2-4598d20e9b80,1693,2024-11-10
national/public holiday,祝日,しゅくじつ,,祝日,NOUN,,,2,,,bba677c6-992b-481e-8f97-ff6df2738876,1694,2024-11-10
without,なし,なし,,無し,NOUN,,,3,,,e81d709a-66b7-4cd3-bed2-6f142cea2f5c,1695,2024-11-10
list,リスト,リスト,,,NOUN,,,,,,0eec63aa-51e9-4dcc-bea0-0916a4d22ea6,1696,2024-11-10
weak,弱い,よわい,,弱い,ADJECTIVE,I_ADJECTIVE,,5,,,cd3abe41-7439-4703-9580-0693bb16aff2,1697,2024-11-10
"continuously, throughout; for a long time, all the time",ずっと,ずっと,,,ADVERB,,,3,{GENKI3_L22},,63266896-d0e5-4a74-b6ce-5b0c3a106225,1698,2024-11-10
\,ふわり,ふわり,,,ADVERB,,,,,,0c0e30cd-bc84-4d09-98f3-e0b5cd3fad82,1699,2024-11-10
"youth, adolescent",青春,せいしゅん,,青春,NOUN,,,,,,8df4083c-771c-4bd1-94dd-097923a59aff,1700,2024-11-10
wind ensemble,吹奏楽,すいそうがく,,吹奏楽,NOUN,,,,,{music},5ec210c6-c81c-4bba-a102-f0584c99d40c,1701,2024-11-10
computer programmer,コンピュータプログラマー,こんぴゅうたぷろぐらまあ,,,NOUN,,,,,,77c1b0ad-2ffe-4851-b1ec-2661690b22f6,1702,2024-11-10
to lose; to be defeated,負ける,まける,,,VERB,ICHIDAN_VERB,,4,{GENKI3_L22},,1ca05864-5aaa-4315-999f-fbf15908c156,1703,2024-11-10
to trust; to believe,信じる,しんじる,,信じる,VERB,ICHIDAN_VERB,,3,{GENKI3_L21},,dfd63003-9519-4ab1-bf8e-f88986234a52,1704,2024-11-10
jellyfish,クラゲ,くらげ,,海月,NOUN,,,,,{animal},cdae1739-505d-48a3-9485-29665a4b3e05,1705,2024-11-10
monkey,猿,さる,,猿,NOUN,,,3,{GENKI3_L22},{animal},4ec047a3-e1d8-4305-a5a9-712fce0115d2,1706,2024-11-10
dragon fly,トンボ,とんぼ,,蜻蛉,NOUN,,,,,{animal},f749225e-0615-4cab-81d3-07514c51a506,1707,2024-11-10
dragon,竜,りゅう,,竜,NOUN,,,,,{animal},70955687-bded-40a8-a7b8-f9db891e535c,1708,2024-11-10
et cetera,など,など,,,PARTICLE,,,5,{GENKI3_READER_L14},,5c2b0e3d-8acc-43da-be65-3cff447d3e00,1709,2024-11-10
main hall of a shinto shrine,本殿,ほんでん,,本殿,NOUN,,,,,{shinto},d2dbba5e-08a9-4f05-bdfd-9cbf09bc7cc0,1710,2024-11-10
"groper, pervert",痴漢,ちかん,,痴漢,NOUN,,,,{GENKI3_L21},,f20a5554-49f3-4bfa-a33a-1235829044cf,1711,2024-11-20
"thief, burglar",泥棒,どろぼう,,泥棒,NOUN,,,4,{GENKI3_L21},,d101ff63-db0d-4174-9cf5-7dbeec3f8ffd,1712,2024-11-20
criminal,犯人,はんにん,,犯人,NOUN,,,3,{GENKI3_L21},,4270c289-50e5-4992-ba2f-7210f5a253ce,1713,2024-11-20
"colleague, coworker",同僚,どうりょう,,同僚,NOUN,,,3,{GENKI3_L21},,6cc472a0-541f-4db6-8762-3932f1178a28,1714,2024-11-20
business meeting; conference,会議,かいぎ,,会議,NOUN,,,4,{GENKI3_L21},,79616589-66ec-41e0-89c6-e975f9b3e9e1,1715,2024-11-20
speech,スピーチ,すぴいち,,,NOUN,,,3,{GENKI3_L21},,eabee63e-1f37-4c79-85dd-9e086392c198,1716,2024-11-20
mosquito,蚊,か,,蚊,NOUN,,,2,{GENKI3_L21},,cfb9964e-84f3-45c5-be95-c804ca69fcee,1717,2024-11-20
gasoline,ガソリン,がそりん,,,NOUN,,,4,{GENKI3_L21},,c814ee2a-71a2-4198-b2fa-e4d2b039ddc2,1718,2024-11-20
poster,ポスター,ぽすたあ,,,NOUN,,,2,{GENKI3_L21},,751dc9e5-6b14-4856-858f-ee425c316ccc,1719,2024-11-20
complaint,文句,もんく,,文句,NOUN,,,3,{GENKI3_L21},,4af20701-20a3-4032-b4a9-8db435f6fe02,1720,2024-11-20
absence; not at home,留守,るす,,留守,NOUN,,,4,{GENKI3_L21},,d1f8abf6-9f5b-4561-9bf4-cc8767fc9980,1721,2024-11-20
police; police station,警察,けいさつ,,警察,NOUN,,,4,{GENKI3_L21},,a7dfedcd-7f28-4124-ae98-478851eed94b,1722,2024-11-20
government,政府,せいふ,,政府,NOUN,,,3,{GENKI3_L21},,bc34de51-e514-437a-831f-129e0a0edb82,1723,2024-11-20
tuition ,授業料,じゅぎょうりょう,,授業料,NOUN,,,,{GENKI3_L21},,daf3139a-0f09-41e4-855d-abaf9c7f49c3,1724,2024-11-20
factory,工場,こうじょう,,工場,NOUN,,,4,{GENKI3_L21},,ba5f770d-d36a-4096-9285-e9acec1ec326,1725,2024-11-20
environment,環境,かんきょう,,環境,NOUN,,,3,{GENKI3_L21},,0cb6d94f-1a25-4c64-b96b-8755e8c9db0d,1726,2024-11-20
thing; matter,事,こと,,事,NOUN,,,3,{GENKI3_L21},,fde76ba2-ec6a-4dce-8df9-79a83065bca6,1727,2024-11-20
"awful, cruel, heartless",ひどい,ひどい,,酷い,ADJECTIVE,I_ADJECTIVE,,4,{GENKI3_L21},,cfeaa6ea-010f-491e-8ff5-1ca3efbd84ac,1728,2024-11-21
safe,安全,あんぜん,,安全,ADJECTIVE,NA_ADJECTIVE,,4,{GENKI3_L21},,26cbcfa1-9f7c-42ad-b3aa-9088a2e6bdef,1729,2024-11-21
"absurd, unreasonable; messy, disorganized",めちゃくちゃ,めちゃくちゃ,,滅茶苦茶,ADJECTIVE,NA_ADJECTIVE,,2,{GENKI3_L21},,cf197947-fe60-4292-89e1-22954ccc8bb2,1730,2024-11-21
"strange, weird, odd, eccentric",変,へん,,変,ADJECTIVE,NA_ADJECTIVE,,4,{GENKI3_L21},,7d7684ad-d63f-4caa-99f7-d8e2e5160a5b,1731,2024-11-21
to wrap up; to cover up,包む,つつむ,,包む,VERB,GODAN_VERB,,4,{GENKI3_L21},,2262b6aa-d7d0-4f66-9e2b-ca4087f51ed1,1732,2024-12-23
to post; to stick,貼る,はる,,貼る,VERB,GODAN_VERB,,5,{GENKI3_L21},,bbc446b6-08a1-4ece-8e07-f6d31939d8c8,1733,2024-12-23
to bake; to burn; to grill,焼く,やく,,焼く,VERB,GODAN_VERB,,4,{GENKI3_L21},,0fcb3ab4-abd3-4b24-a6ad-e522ff7de612,1734,2024-12-23
to give (esp. to someone of equal or lower status),やる,やる,,,VERB,GODAN_VERB,,1,{GENKI3_L21},,398e1805-b7ea-430d-af6d-6994df2df1b6,1735,2024-12-23
to kick,蹴る,ける,,蹴る,VERB,GODAN_VERB,,2,{GENKI3_L21},,361153a4-4b31-4a7a-bcf0-64135f67197f,1736,2024-12-23
"to strike, to hit, to punch",殴る,なぐる,,殴る,VERB,GODAN_VERB,,2,{GENKI3_L21},,5bd77d73-3b27-4f05-8eab-0f0ce56d6033,1737,2024-12-23
"to step on, to trample",踏む,ふむ,,踏む,VERB,GODAN_VERB,,4,{GENKI3_L21},,3ef1dcf6-f15e-4e93-858e-732c0bddbbc0,1738,2024-12-23
to pierce/prick; to bite,刺す,さす,,刺す,VERB,GODAN_VERB,,2,{GENKI3_L21},,8826fb29-4545-47f6-8a5d-dd1a00fb68b9,1739,2024-12-23
"to steal, to rob; to plagiarize",盗む,ぬすむ,,盗む,VERB,GODAN_VERB,,4,{GENKI3_L21},,4ef376e4-9011-4b38-81b1-e348475e83ba,1740,2024-12-23
to be caught; to be arrested,捕まる,つかまる,,捕まる,VERB,GODAN_VERB,,3,{GENKI3_L21},,ab1445c9-2739-468e-b226-eb87ec814eb0,1741,2024-12-23
to notice; to realize,気が付く,きがつく,,気が付く,VERB,GODAN_VERB,,,{GENKI3_L21},,f46c17bd-5295-454e-bce9-8304409f74f9,1742,2024-12-23
to reject; to turn down,振る,ふる,,振る,VERB,GODAN_VERB,,3,{GENKI3_L21},,fdcb11e1-4f44-4410-be62-5058431fd22e,1743,2024-12-23
to complain,文句を言う,もんくをいう,,文句を言う,VERB,GODAN_VERB,,,{GENKI3_L21},,adc5fc55-bee5-4414-b0fe-d0bb0a59b26d,1744,2024-12-23
to bully,いじめる,いじめる,,苛める,VERB,ICHIDAN_VERB,,4,{GENKI3_L21},,c7b83e5e-eb67-4a53-a5b3-59033b5cdb47,1745,2024-12-23
to praise; to say nice things,褒める,ほめる,,褒める,VERB,ICHIDAN_VERB,,4,{GENKI3_L21},,120d73ea-ddc4-4726-92bc-4297bdfa6a8f,1746,2024-12-23
to change clothes,着替える,きがえる,,着替える,VERB,ICHIDAN_VERB,,,{GENKI3_L21},,6929382c-99c2-4366-ab97-5437900e375a,1747,2024-12-23
to save money,貯める,ためる,,貯める,VERB,ICHIDAN_VERB,,,{GENKI3_L21},,9cf12686-395d-49fb-bf12-e2f0513b344a,1748,2024-12-23
to find,見つける,みつける,,見つける,VERB,ICHIDAN_VERB,,,{GENKI3_L21},,fda3a6f5-d890-4365-bc3f-e74e0d8209d1,1749,2024-12-23
to insult; to make a fool of,バカにする,ばかにする,,馬鹿にする,VERB,SURU_VERB,,3,{GENKI3_L21},,e1c6bddc-45f0-4ad8-9e7c-a3804f786047,1750,2024-12-23
to be surprised,びっくりする,びっくりする,,,VERB,SURU_VERB,,3,{GENKI3_L21},,fc566ff2-0f38-4a31-8116-b0fd78a4b535,1751,2024-12-23
to take an (afternoon) nap,昼寝する,ひるねする,,昼寝をする,VERB,SURU_VERB,,2,{GENKI3_L21},,8e6ea7a6-d7ae-4384-9711-35d2c0f5a628,1752,2024-12-23
to contact; to get in touch with ,連絡する,れんらくする,,連絡する,VERB,SURU_VERB,,4,{GENKI3_L21},,b3b248d9-901c-4a19-9732-fc078f6c5717,1753,2024-12-23
in/during the morning,午前中,ごぜんちゅう,,午前中,NOUN,,,,{GENKI3_L21},,efa3d099-9b92-498f-88d4-be85c2168ad0,1754,2024-12-23
time of...; when...,〜ころ,〜ころ,,〜頃,SUFFIX,,,3,{GENKI3_L21},,e467f58b-ffe6-4a9a-965b-eb97c9e6e4ed,1755,2024-12-23
"anyway, at any rate, anyhow",とにかく,とにかく,,,ADVERB,,,3,{GENKI3_L21},,348c767e-9126-4771-8969-0c398f8fd99a,1756,2024-12-23
noun,名詞,めいし,,名詞,NOUN,,,2,,{language},a5a675cb-77d1-4cc8-8b4f-c1c675b34b9d,1757,2024-12-24
adjective,形容詞,けいようし,,形容詞,NOUN,,,2,,{language},947a8131-255e-45f6-8dec-1048bc3fd912,1758,2024-12-24
verb,動詞,どうし,,動詞,NOUN,,,2,,{language},c138c940-6c81-4896-961d-c74cf2d7822b,1759,2024-12-24
adverb,副詞,ふくし,,副詞,NOUN,,,2,,{language},adb0f950-9c74-4ee7-ac7c-f4d46ace9fba,1760,2024-12-24
particle,助詞,じょし,,助詞,NOUN,,,1,,{language},22904f9a-38e8-459c-8e2d-f882b35cb9ea,1761,2024-12-24
counter word,助数詞,じょすうし,,助数詞,NOUN,,,,,{language},522534a9-ef09-4154-aac0-02f539416cba,1762,2024-12-24
dot between words,中点,なかてん,,中点,PUNCTUATION,,,,,{language},c32025f2-898f-4e3f-99b0-346d8018f455,1763,2024-12-24
kana,カナ,かな,,仮名,NOUN,,,,,{language},5009378c-e5b0-4434-969c-3541e3067c0f,1764,2024-12-24
"about, concerning, regarding",ついて,ついて,,就いて,EXPRESSION,,,,,,4954f8fb-28bd-4c56-974f-b099e7b41559,1765,2024-12-24
different...,異〜,い〜,,異〜,PREFIX,,,,,,08f862c3-ca72-4291-9679-9dd53897c2f8,1766,2024-12-24
pounding mochi,餅つき,もちつき,,餅つき,NOUN,,,,,{food},bcafe28f-668b-4c2e-b39e-8f35ddfd334c,1767,2024-12-24
oil (cooking),油,あぶら,,,NOUN,,,3,,,4a06fd9c-22be-4e59-b38b-4563b0a9d01d,1768,2024-12-24
competition (e.g music),コンクール,こんくうる,,,NOUN,,,2,,{music},23ecc71e-fe8e-45c6-a765-27f4e4a6f60a,1769,2024-12-24
set piece (of music),課題曲,かだいきょく,,課題曲,NOUN,,,,,{music},b8d6cc53-52f4-4e86-8699-367d8366b932,1770,2024-12-24
"overture, prelude",序曲,じょきょく,,序曲,NOUN,,,,,{music},d08b3594-e627-43ec-a49d-751235f4743e,1771,2024-12-24
march (music),行進曲,こうしんきょく,,行進曲,NOUN,,,,,{music},c40073cb-56cc-4bcf-9618-d5850abd9512,1772,2024-12-24
to come true (of a wish/prayer),叶う,かなう,,叶う,VERB,GODAN_VERB,,1,{GENKI3_READER_L14},,b5885ba1-2b51-4ea2-bb25-766bf25116d7,1773,2024-12-24
one's favorite idol,推し,おし,,推し,NOUN,,,,,,a3268cfc-b494-4309-9fe1-b9e862bef274,1774,2024-12-24
snow storm; blizzard,吹雪,ふぶき,,吹雪,NOUN,,,2,,,2993ed38-083e-4294-8d9b-9e4afcdd1a4c,1775,2024-12-24
"dilligently, seriously; perfectly, properly",ちゃんと,ちゃんと,,,ADVERB,,,3,,,79c0a9c7-9e00-4ba3-8e48-d171e7c4c342,1776,2024-12-24
